,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
57889,6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),81,221714,1,"['Black Eyed Peas', 'J Balvin']",2019-10-12,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994
57891,6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,81,171360,0,['Taylor Swift'],2019-08-23,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026
57895,68rVGSTnCiFOET9k5Vd8Se,parents,81,171880,1,['YUNGBLUD'],2019-10-18,0.618,0.823,7,-4.76,1,0.0447,0.0132,0.0,0.288,0.58,82.004
57897,4EivmOT13NMpNSfTKn9p4s,Like That (feat. Gucci Mane),81,163173,1,"['Doja Cat', 'Gucci Mane']",2019-11-07,0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043
57898,07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),80,220487,1,"['Roddy Ricch', 'Mustard']",2019-12-06,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956
57901,5stPVcRqb4qixbafP9e8lt,Hola - Remix,80,249520,0,"['Dalex', 'Lenny Tavárez', 'Chencho Corleone', 'Juhn', 'Dímelo Flow']",2019-11-01,0.654,0.672,0,-5.98,0,0.311,0.471,0.0,0.0781,0.343,181.857
57902,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,80,180953,0,['Billie Eilish'],2019-03-29,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455
57904,51Fjme0JiitpyXKuyQiCDo,Lalala,80,160627,1,"['Y2K', 'bbno$']",2019-06-28,0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972
57906,3NqCEpT8xsHdzpiRlM1kpS,Through Da Storm,80,195587,1,['Polo G'],2019-06-07,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351
57908,15k1TDabqSEmyXOwMq9RM7,Investe Em Mim,80,186533,0,['Jonas Esticado'],2019-12-13,0.632,0.953,9,-1.283,1,0.0325,0.317,0.0,0.125,0.798,160.061
57910,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,80,202205,0,['Sam Smith'],2019-07-19,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567
57912,5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,80,232907,0,['PUBLIC'],2019-08-09,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014
57914,4jAIqgrPjKLTY9Gbez25Qb,Lights Up,80,172213,0,['Harry Styles'],2019-12-13,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987
57915,4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",80,177323,0,['Olivia Rodrigo'],2019-11-27,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599
57916,4SSnFejRGlZikf02HLewEF,bury a friend,80,193143,0,['Billie Eilish'],2019-03-29,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046
57917,6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,80,204533,1,['BROCKHAMPTON'],2019-08-23,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973
57919,5A3fPy30SN2wuzrahpcxvV,"Don't Give Up On Me - (From ""Five Feet Apart"")",80,196188,0,['Andy Grammer'],2019-07-26,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864
57923,4a6q8CR2hzLk2plDkSxkfD,I.F.L.Y.,80,165714,1,['Bazzi'],2019-08-09,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954
57925,2gwkD6igEhQbDQegRCcdoB,Suge,80,163320,1,['DaBaby'],2019-03-01,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445
57927,40mjsnRjCpycdUw3xhS20g,GATTI,80,181145,1,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']",2019-12-27,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477
57931,1cVlW9WQiGlFdWUXFdFZGh,Pa' Olvidarme De Ella,80,227234,1,"['Piso 21', 'Christian Nodal']",2019-09-06,0.728,0.542,0,-5.195,1,0.0514,0.259,0.0,0.136,0.637,90.016
57933,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),80,204467,0,"['Ed Sheeran', 'Camila Cabello', 'Cardi B']",2019-07-12,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989
57934,4ja2gzrNh9VNigzoXfmbwD,Mariposa,80,210000,0,['Peach Tree Rascals'],2019-08-28,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011
57936,2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),80,193000,0,"['Taylor Swift', 'Brendon Urie', 'Panic! At The Disco']",2019-08-23,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162
57937,3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,80,221543,0,['Billie Eilish'],2019-03-29,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028
57939,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",80,190440,1,['Ariana Grande'],2019-02-08,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999
57941,0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II",80,179053,0,"['Alan Walker', 'Ava Max']",2019-12-27,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033
57943,6kls8cSlUyHW2BUOkDJIZE,Hate Me (with Juice WRLD),80,186223,0,"['Ellie Goulding', 'Juice WRLD']",2019-06-26,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025
57945,4EWBhKf1fOFnyMtUzACXEc,Pluto Projector,80,267520,0,['Rex Orange County'],2019-10-25,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786
57947,18A7ha5BitZjmdHTCwXFbU,Cradles,80,209829,0,['Sub Urban'],2019-01-04,0.581,0.585,1,-1.87,1,0.369,0.27,6.48e-05,0.179,0.63,67.443
57949,0F7FA14euOIX8KcbEturGH,Old Town Road,80,113000,0,['Lil Nas X'],2019-06-21,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998
57951,2ksOAxtIxY8yElEWw8RhgK,China,80,301714,0,"['Anuel AA', 'Daddy Yankee', 'KAROL G', 'J Balvin', 'Ozuna']",2019-07-19,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027
57953,1iSqfoUFnQwV0QW1EfUit8,Suicidal,80,222997,1,['YNW Melly'],2019-11-22,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004
58694,5QO79kh1waicV47BqGRL3g,Save Your Tears,97,215627,1,['The Weeknd'],2020-03-20,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
58695,6tDDoYIxWvMLTdKpjFkc1B,telepatía,97,160191,0,['Kali Uchis'],2020-12-04,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97
58697,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,96,200040,0,['The Weeknd'],2020-03-20,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
58698,6f3Slt0GbA2bPZlz0aIFXN,The Business,95,164000,0,['Tiësto'],2020-09-16,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
58700,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,94,198371,0,['Giveon'],2020-03-27,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087
58701,27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,94,161385,1,['The Kid LAROI'],2020-11-06,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005
58705,2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,93,203201,0,"['Bad Bunny', 'ROSALÍA']",2020-11-27,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993
58707,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,93,279204,1,['SZA'],2020-12-25,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002
58708,47EiUVwUp4C9fGccaPuUCS,DÁKITI,92,205090,1,"['Bad Bunny', 'Jhay Cortez']",2020-10-30,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928
58710,35mvY5S1H3J2QZyna3TFe0,positions,92,172325,1,['Ariana Grande'],2020-10-30,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015
58711,3VvA1wSxukMLsvXoXtlwWx,Hecha Pa' Mi,92,186133,0,['Boza'],2020-07-31,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07
58713,6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),92,167903,0,"['MEDUZA', 'Dermot Kennedy']",2020-10-30,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
58716,45bE4HXI0AwGZXfZtMp8JR,you broke me first,91,169266,0,['Tate McRae'],2020-04-17,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148
58717,7vrJn5hDSXRmdXoR30KgF1,BICHOTA,91,178947,1,['KAROL G'],2020-10-23,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908
58719,6Im9k8u9iIzKMrmV7BWtlF,34+35,91,173711,1,['Ariana Grande'],2020-10-30,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978
58721,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),91,181733,1,"['DaBaby', 'Roddy Ricch']",2020-04-17,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977
58723,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),91,166028,0,"['Joel Corry', 'MNEK']",2020-07-03,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
58725,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,91,160000,1,['Pop Smoke'],2020-07-03,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995
58727,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),90,203064,0,"['Dua Lipa', 'DaBaby']",2020-10-01,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977
58729,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,90,174321,0,['Billie Eilish'],2020-11-12,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009
58733,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),90,187541,1,"['Cardi B', 'Megan Thee Stallion']",2020-08-07,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073
58735,1KixkQVDUHggZMU9dUobgm,My Head & My Heart,90,174760,0,['Ava Max'],2020-09-18,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001
58739,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,89,123263,1,['CJ'],2020-08-20,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201
58741,1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,89,222523,1,"['Black Eyed Peas', 'Shakira']",2020-11-02,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025
58743,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),89,190476,1,"['Pop Smoke', 'Lil Baby', 'DaBaby']",2020-07-03,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971
58745,6zFMeegAMYQo0mt8rXtrli,HOLIDAY,89,154998,1,['Lil Nas X'],2020-11-13,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947
58747,7ndTONDDRFGiPnnhOzOXxq,La Nota,89,216107,0,"['Manuel Turizo', 'Rauw Alejandro', 'Myke Towers']",2020-10-08,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03
58753,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),89,173333,0,"['Powfu', 'beabadoobee']",2020-02-08,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026
58755,20McUFi8KCIVdNDLrkTDuZ,Goosebumps,89,163208,1,['HVME'],2020-06-12,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946
58757,2mM3gZ0BbPwPPMelbA8vgt,No Te Enamores - Remix,88,289933,1,"['Milly', 'Farruko', 'Nio Garcia', 'Jay Wheeler', 'Amenazzy']",2020-11-20,0.824,0.837,5,-4.603,1,0.107,0.573,1.66e-05,0.271,0.58,100.021
58759,5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,88,130014,1,['Bad Bunny'],2020-11-27,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025
58761,2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),88,261493,1,"['Drake', 'Lil Durk']",2020-08-14,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
58763,35UUpTmrcFXNIVIN26ujXl,Relación - Remix,88,247308,0,"['Sech', 'Daddy Yankee', 'J Balvin', 'ROSALÍA', 'Farruko']",2020-09-04,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943
58767,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,88,132833,1,['Polo G'],2020-05-15,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924
58769,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),87,212093,0,"['Justin Bieber', 'Chance the Rapper']",2020-09-18,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919
58771,0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),87,232253,0,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",2020-07-24,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169
58773,21N4Buj4xsyLb218lYle61,Chica Ideal,87,183240,0,"['Sebastian Yatra', 'Guaynaa']",2020-10-16,0.574,0.891,0,-3.665,0,0.157,0.0847,0.0,0.16,0.707,100.978
58775,2ePtv8MlBO9nuuXABqAfEX,SugarCrash!,87,80081,1,['ElyOtto'],2020-08-25,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753
58777,02kDW379Yfd5PzW5A6vuGt,Lemonade,87,195429,1,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",2020-08-14,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04
58783,4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),87,149297,1,"['Justin Bieber', 'benny blanco']",2020-10-16,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859
58785,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),87,171375,1,"['Jawsh 685', 'Jason Derulo']",2020-06-11,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076
58787,7r9ZhitdQBONTFOiJW5mr8,Reloj,87,231595,1,"['Rauw Alejandro', 'Anuel AA']",2020-10-22,0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946
58789,2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),87,190534,1,"['Pop Smoke', 'A Boogie Wit da Hoodie']",2020-07-20,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97
58791,1ere9b9vDw2N3m9d4uiXxa,Facas - Ao Vivo,87,196380,0,"['Diego & Victor Hugo', 'Bruno & Marrone']",2020-10-15,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984
58795,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,87,190306,0,['Jason Derulo'],2020-07-22,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985
58797,5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),87,169333,0,"['Miley Cyrus', 'Dua Lipa']",2020-11-20,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99
58799,5y7DaS3jAc9eZzcSOoUIwU,Una Locura,87,230693,0,"['Ozuna', 'J Balvin', 'Chencho Corleone']",2020-09-04,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022
58801,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),86,228482,0,"['Ariana Grande', 'Justin Bieber']",2020-05-08,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765
58803,6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),86,200221,1,"['DJ Khaled', 'Drake']",2020-07-17,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071
58805,7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),86,139461,1,"['Machine Gun Kelly', 'blackbear']",2020-09-25,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939
58807,15OjBeqNX3bShsGYQbteRv,La Tóxica,86,180520,0,['Farruko'],2020-07-24,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97
58809,0ri0Han4IRJhzvERHOZTMr,At My Worst,86,170345,0,['Pink Sweat$'],2020-07-17,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921
58813,27X3qzgB0Show6qfw5wNOK,Esquema Preferido,86,189463,0,"['DJ Ivis', 'Tarcísio do Acordeon']",2020-11-26,0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,0.917,159.934
58815,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),86,210800,1,"['Eminem', 'Juice WRLD']",2020-01-17,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995
58817,4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),86,192921,0,"['Jason Derulo', 'Nuka']",2020-11-20,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013
58819,68mrW6gXHgupgSiDHgaDi5,Polvo,86,211130,0,"['Nicky Jam', 'Myke Towers']",2020-11-20,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042
58821,2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,86,188344,1,['blackbear'],2020-08-21,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992
58823,2nZj5YymF54qhAu7RneVP6,Coração Na Cama,86,173227,0,['Hugo & Guilherme'],2020-11-13,0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013
58825,4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,86,219048,0,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",2020-06-12,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013
58827,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),86,205485,1,"['Juice WRLD', 'Marshmello']",2020-07-10,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991
58829,7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",86,195429,1,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",2020-08-28,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042
58831,4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),86,248345,0,"['Maluma', 'Lenny Tavárez', 'Justin Quiles']",2020-08-21,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897
58833,4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,86,202373,0,['Justin Quiles'],2020-11-20,0.878,0.713,5,-4.566,0,0.0948,0.0581,0.0,0.0822,0.615,92.028
58837,5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),86,213333,1,"['Pop Smoke', 'Lil Tjay']",2020-07-03,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798
58839,6vFsBXYczYsP0H3lgunZOm,Cloud 9,85,147351,0,['Beach Bunny'],2020-02-14,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974
58841,7a53HqqArd4b9NF4XAmlbI,Kings & Queens,85,162399,0,['Ava Max'],2020-09-18,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857
58843,2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),85,178994,0,"['Shawn Mendes', 'Justin Bieber']",2020-11-20,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765
58847,6qraVL4IJaIj0IuEexYJNa,Explícito,85,195066,1,['Myke Towers'],2020-12-15,0.828,0.83,2,-3.371,1,0.047,0.348,1.6e-05,0.0613,0.422,95.007
58849,4uoR6qeWeuL4Qeu2qJzkuG,Hawái,85,200198,0,['Maluma'],2020-07-29,0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066
58851,02MWAaffLxlfxAUY7c5dvx,Heat Waves,85,238805,0,['Glass Animals'],2020-08-06,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
58853,7D7EH7MGyNHWSkqrszerI1,BEBÉ,85,198707,0,"['Camilo', 'El Alfa']",2020-11-25,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972
58855,4Iedi94TIaB2GGb1nMB68v,On Me,85,135960,1,['Lil Baby'],2020-12-04,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972
58857,11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),85,155825,0,"['Lele Pons', 'Guaynaa']",2020-09-02,0.905,0.686,0,-3.152,1,0.0664,0.0907,0.0,0.266,0.963,103.013
58861,5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),85,237735,1,"['Future', 'Drake']",2020-01-10,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037
58863,7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),85,184490,1,"['Pooh Shiesty', 'Lil Durk']",2020-11-06,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933
58865,73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,85,187427,0,['Camilo'],2020-09-21,0.824,0.457,6,-5.428,1,0.0543,0.167,0.0,0.041,0.95,87.977
58869,6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,85,180139,1,['347aidan'],2020-10-26,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993
58871,0lx2cLdOt3piJbcaXIV74f,willow,85,214707,0,['Taylor Swift'],2020-12-11,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112
58873,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,85,176960,1,"['Chris Brown', 'Young Thug']",2020-05-08,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148
58875,5IUtvfNvOyVYZUa6AJFrnP,Spicy (feat. Post Malone),84,143375,1,"['Ty Dolla $ign', 'Post Malone']",2020-10-23,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993
58877,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",84,227478,1,"['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']",2020-06-24,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013
58879,5m5aY6S9ttfIG157xli2Rs,Alô Ambev (Segue Sua Vida) - Ao Vivo,84,169593,0,['Zé Neto & Cristiano'],2020-03-26,0.695,0.872,9,-3.65,1,0.0868,0.334,0.0,0.954,0.646,121.843
58881,3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),84,172762,0,"['Marshmello', 'Halsey']",2020-05-01,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995
58885,3GtnId3Cm1Xa6joCj08nzW,Jeans,84,185840,1,['Justin Quiles'],2020-08-14,0.807,0.656,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943
58887,6J2LdBN97cDWn0MLxYh9HB,July,84,156106,0,['Noah Cyrus'],2020-05-15,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541
58889,7GLWWrk1YlkPYqJK3ynIA0,Lance Individual,84,164459,0,['Jorge & Mateus'],2020-11-13,0.752,0.62,5,-5.536,1,0.0509,0.309,0.0,0.075,0.962,117.399
58891,78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,84,134240,0,['Doja Cat'],2020-01-23,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989
58893,1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,84,227186,0,['Sara Kays'],2020-11-06,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
58895,69Y5IZuBvGyzySFt5x7kCq,Más De La Una,84,236731,1,"['Piso 21', 'Maluma']",2020-12-03,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284
58897,26w9NTiE9NGjW1ZvIOd1So,BOOKER T,84,156430,1,['Bad Bunny'],2020-11-27,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903
58899,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,84,165978,1,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']",2020-04-24,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979
58901,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,84,206459,0,['Selena Gomez'],2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819
58903,5cpJFiNwYyWwFLH0V6B3N8,Del Mar,84,214507,1,"['Ozuna', 'Doja Cat', 'Sia']",2020-09-04,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976
58905,527k23H0A4Q0UJN3vGs0Da,After Party,84,167916,1,['Don Toliver'],2020-03-13,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948
