,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
58907,6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,84,197587,0,['Jerry Di'],2020-04-03,0.854,0.525,1,-4.426,1,0.214,0.819,0.0,0.146,0.63,97.054
58909,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,84,221820,0,['Dua Lipa'],2020-03-27,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013
58911,7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,84,187436,0,['Ava Max'],2020-09-18,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002
58913,3JKgcAa7r07ocVWcV8bS0H,21,84,163798,1,['Polo G'],2020-05-15,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027
58917,35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),84,218902,1,"['DJ Khaled', 'Drake']",2020-07-16,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84
58919,0DmAvNCAK08oCi7miSZUIY,Lasting Lover,83,218359,0,"['Sigala', 'James Arthur']",2020-09-04,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983
58921,7LE1K0lZyRFZjSlrnm7lfD,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",83,382555,1,"['Jay Wheeler', 'Myke Towers', 'Rauw Alejandro', 'DJ Nelson', 'Jhay Cortez', 'Lunay', 'Kendo Kaponi']",2020-12-17,0.841,0.674,2,-5.35,1,0.0962,0.104,0.0,0.131,0.761,90.007
58923,1xqRKo0SDFDO5Jy8yEVD0X,ROLLIN N CONTROLLIN FREESTYLE,83,191209,1,['DUSTY LOCANE'],2020-08-07,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791
58925,7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!",83,189653,0,['KAROL G'],2020-07-10,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034
58927,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),83,220488,1,"['Drake', 'Giveon']",2020-05-01,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947
58929,1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),83,201600,1,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",2020-07-03,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7
58931,0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,83,200482,0,"['Maluma', 'The Weeknd']",2020-11-05,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984
58933,4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),83,137984,1,"['Megan Thee Stallion', 'DaBaby']",2020-11-20,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058
58935,6dyUkkcyYuDiHOwIRXYOJm,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",83,366613,0,"['Wisin', 'Yandel', 'Farruko', 'Jon Z', 'Don Chezina', 'Chencho Corleone', 'Myke Towers']",2020-01-24,0.833,0.858,9,-3.283,1,0.0794,0.0696,0.0,0.239,0.675,91.967
58937,2tFwfmceQa1Y6nRPhYbEtC,CÓMO SE SIENTE - Remix,83,227520,1,"['Jhay Cortez', 'Bad Bunny']",2020-05-09,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988
58939,6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,83,162547,1,['Lil Mosey'],2020-02-07,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034
58941,4R2kfaDFhslZEMJqAFNpdd,cardigan,83,239560,0,['Taylor Swift'],2020-07-24,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033
58943,24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),83,182200,0,"['Lady Gaga', 'Ariana Grande']",2020-05-22,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056
58945,5VlTQnZO89Ioku8ssdbqJk,Dead Man Walking,83,247080,1,['Brent Faiyaz'],2020-09-18,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929
58947,0QglpM23kl9ldvVdoYNZwF,Mds,83,125143,1,"['Kawe', 'Mc Lele JP']",2020-05-19,0.885,0.561,6,-5.331,1,0.249,0.261,0.0,0.121,0.644,140.02
58949,7bCfHiRcfUjG0YVVNUL7Ve,E-GIRLS ARE RUINING MY LIFE!,83,105176,1,"['CORPSE', 'Savage Ga$p']",2020-09-25,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
58951,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),83,190218,1,"['Robin Schulz', 'KIDDO']",2020-10-16,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,0.64,183.933
58955,1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,83,139741,1,['Jack Harlow'],2020-03-13,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062
58957,5SWnsxjhdcEDc7LJjq9UHk,Runnin,83,195906,1,"['21 Savage', 'Metro Boomin']",2020-10-02,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01
58959,78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",83,171215,0,"['Bizarrap', 'Nathy Peluso']",2020-11-27,0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059
58961,27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),83,178374,0,"['Clean Bandit', 'Mabel', '24kGoldn']",2020-08-21,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022
58963,7AzlLxHn24DxjgQX73F9fU,No Idea,83,154424,0,['Don Toliver'],2020-03-13,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998
58965,0WlmiIK5qFQ4dAB4mCA4sI,Amor da Despedida,83,169773,0,"['Os Barões Da Pisadinha', 'Fernando & Sorocaba']",2020-11-06,0.533,0.915,3,-2.337,0,0.047,0.324,0.0,0.0891,0.967,167.927
58967,2DEZmgHKAvm41k4J3R2E9Y,Safaera,83,295177,1,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']",2020-02-28,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172
58971,2pBEAodCImE4LgbKAG4bfz,Último Beijo,83,181279,0,"['Bruno & Marrone', 'Wesley Safadão']",2020-11-27,0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621
58973,4ZRrLHqzhGRXYj2qcB4s5S,Tattoo - Remix with Camilo,83,222680,0,"['Rauw Alejandro', 'Camilo']",2020-07-09,0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988
58975,4Ls13Ag4SWnniiX4QLRltL,Acaso,83,200891,0,['Vitor Fernandes'],2020-07-28,0.599,0.882,0,-3.123,0,0.04,0.279,0.00156,0.309,0.542,156.015
58981,3lCbsHaN1wCxyDzcNN2x4N,Si Me Tomo Una Cerveza,82,182199,0,"['Migrantes', 'Alico']",2020-11-07,0.72,0.613,1,-6.899,0,0.0572,0.185,0.0,0.155,0.857,84.974
58983,33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),82,199758,1,"['Big Sean', 'Post Malone']",2020-09-04,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048
58985,22Sh5dlwbERqJAq1fZk5b2,De Cora <3,82,190101,1,"['Rauw Alejandro', 'J Balvin']",2020-11-13,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037
58987,26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,82,217769,1,['Bad Bunny'],2020-11-27,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934
58989,5dOxHHMOFAbG3VH23t0xNm,Righteous,82,242181,1,['Juice WRLD'],2020-07-10,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948
58991,5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,82,191406,0,"['Kane Brown', 'Swae Lee', 'Khalid']",2020-07-10,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97
58993,3UoULw70kMsiVXxW0L3A33,pov,82,201882,0,['Ariana Grande'],2020-10-30,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798
58995,7CFfqRW50ffULvBv7lfIIg,Violent,82,135878,0,['carolesdaughter'],2020-11-23,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955
59001,6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",82,192745,1,"['24kGoldn', 'Justin Bieber', 'J Balvin', 'iann dior']",2020-11-06,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988
59003,0ada5XsQGLPUVbmTCkAP49,Hate The Other Side (with Marshmello & The Kid Laroi),82,160212,1,"['Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G']",2020-07-10,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003
59009,3LlT8mKSlzJTxkCkfNxMFr,"Ele É Ele, Eu Sou Eu",82,155210,0,"['Wesley Safadão', 'Os Barões Da Pisadinha']",2020-11-11,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946
59011,4vLBnQtece15fFhqWxZvJP,Your New Boyfriend,82,239667,0,['Wilbur Soot'],2020-12-11,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532
59013,127QTOFJsJQp5LbJbu3A1y,Toosie Slide,82,247059,1,['Drake'],2020-04-03,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
59017,4SFknyjLcyTLJFPKD2m96o,How You Like That,82,182956,0,['BLACKPINK'],2020-10-02,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032
59019,41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,82,170972,0,['Bad Bunny'],2020-02-28,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
59021,0AUvWawuP0ibk4SQ3sIZjk,Daisy,82,146523,1,['Ashnikko'],2020-07-09,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876
59023,39LLxExYz6ewLAcYrzQQyP,Levitating,82,203808,0,['Dua Lipa'],2020-03-27,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014
59025,6IBcOGPsniK3Pso1wHIhew,Forever After All,82,232533,0,['Luke Combs'],2020-10-23,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964
59027,1uA7fD01YlQr1Rm0oyNB4H,Pulei na Piscina - Ao Vivo,82,181846,0,['Guilherme & Benuto'],2020-08-21,0.652,0.773,3,-5.203,1,0.128,0.449,0.0,0.166,0.527,113.788
59035,69vlMrzHwATKzupwNcUPyK,La Santa,82,206420,1,"['Bad Bunny', 'Daddy Yankee']",2020-02-28,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037
59037,0j1Ia2lQWrcXrQZI4AdJlk,IDK You Yet,82,184638,0,['Alexander 23'],2020-06-23,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997
59041,4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,82,180645,0,['Jonas Brothers'],2020-01-17,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039
59043,5YSHygGN9D0mID1NsVd5my,Reminds Me Of You,82,158033,1,"['Juice WRLD', 'The Kid LAROI']",2020-12-08,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992
59045,4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,82,156498,1,['Jack Harlow'],2020-10-22,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066
59047,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,82,172127,0,['Bad Bunny'],2020-02-28,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014
59049,7E2C5rBLpCKwQlhJPVFBRS,You’re Mines Still (feat. Drake),82,226220,1,"['Yung Bleu', 'Drake']",2020-10-15,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004
59051,3dEtfTtCXWW7N8WQ9FD29z,En Tu Cuerpo - Remix,82,310860,1,"['Lyanno', 'Rauw Alejandro', 'Lenny Tavárez', 'Maria Becerra']",2020-09-04,0.742,0.497,0,-9.381,0,0.0746,0.249,0.00335,0.0993,0.558,156.013
59053,57BGVV6wcyhbn3hsjlqEZB,Element,82,135747,1,['Pop Smoke'],2020-02-07,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311
59055,5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),82,167990,1,"['Ariana Grande', 'Doja Cat']",2020-10-30,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965
59057,1daDRI9ahBonbWD8YcxOIB,Angels Like You,82,196453,0,['Miley Cyrus'],2020-11-27,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981
59059,46lyJh9GYmWsHez3EsvmAx,Rise Up (feat. Vamero),82,182000,0,"['VINAI', 'VAMERO']",2020-05-01,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037
59061,27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,81,223279,0,['Miley Cyrus'],2020-08-14,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0
59063,2rPHUAeUPbNgTmK18FPTiZ,GO (feat. Juice WRLD),81,181688,1,"['The Kid LAROI', 'Juice WRLD']",2020-07-24,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779
59065,1JHvLQWHUoYuapwQikeDuD,Ele Não Tem,81,212192,0,"['Jonas Esticado', 'Gusttavo Lima']",2020-10-16,0.656,0.85,7,-5.132,1,0.0384,0.363,0.0,0.53,0.918,155.042
59067,0XinBYhf1X3kdvKQHOX971,Tú Me Dejaste De Querer,81,198500,0,"['C. Tangana', 'Niño de Elche', 'La Húngara']",2020-11-05,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025
59073,34LI7rwi9H8w2S5KTHnv1M,Quiéreme Mientras Se Pueda,81,191945,0,['Manuel Turizo'],2020-05-01,0.793,0.782,4,-3.945,1,0.0582,0.447,0.0,0.124,0.81,143.86
59075,6qBFSepqLCuh5tehehc1bd,Like I Want You,81,260776,0,['Giveon'],2020-03-27,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772
59077,7o4gBbTM6UBLkOYPw9xMCz,Moonwalking in Calabasas (feat. Blueface) - Remix,81,170233,1,"['DDG', 'Blueface']",2020-12-02,0.928,0.341,11,-10.196,0,0.103,0.0614,0.0,0.162,0.745,129.966
59079,0sY6ZUTh4yoctD8VIXz339,champagne problems,81,244000,1,['Taylor Swift'],2020-12-11,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319
59081,0n2moJpAEWHwaPYYjkzMDl,Blue & Grey,81,254950,0,['BTS'],2020-11-20,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953
59083,25zlnOAzbVoOzIeXSvQFf1,Got It On Me,81,164580,1,['Pop Smoke'],2020-07-03,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834
59087,4nbWX2HzrOEnX4xxvYRCyU,Cabrón y Vago - En Vivo,81,142065,0,"['El Fantasma', 'Los Dos Carnales']",2020-07-31,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277
59089,0YqTL3nSL36OFdHwHoqCag,MODO TURBO,81,150260,1,"['Luísa Sonza', 'Pabllo Vittar', 'Anitta']",2020-12-21,0.655,0.726,10,-7.628,0,0.0796,0.334,3.13e-06,0.232,0.766,160.064
59091,4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),81,285634,0,"['Taylor Swift', 'Bon Iver']",2020-07-24,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602
59093,0zlnHTHiBQ68ZCAmTw5ozm,Algo Mágico,81,261603,0,['Rauw Alejandro'],2020-06-25,0.68,0.613,11,-4.368,1,0.0818,0.758,0.0,0.161,0.609,100.127
59095,1mQOFRDoqI34LdN79PE0vH,Ô Moça,81,180923,0,['MC Zaquin'],2020-12-21,0.84,0.495,5,-5.155,0,0.0797,0.481,0.0,0.0853,0.527,130.041
59097,7C1trmcQQ5n5RNy4l6ziCv,Some Say - Felix Jaehn Remix,81,186878,0,"['Nea', 'Felix Jaehn']",2020-01-10,0.682,0.7,6,-5.591,1,0.0397,0.406,0.0,0.174,0.637,120.03
59099,6F7tttrdq7aUdxXVeo0nKp,Foi Pá Pum,81,183413,0,['Simone & Simaria'],2020-11-27,0.627,0.818,1,-3.086,1,0.103,0.378,0.0,0.246,0.449,161.857
59103,7dH0dpi751EoguDDg3xx6J,ドライフラワー,81,285587,0,['優里'],2020-10-25,0.463,0.624,7,-5.118,1,0.0274,0.426,0.0,0.221,0.521,147.929
59107,5CFJRZRq6sdKKtRwNPWbYv,Show Out (with Skepta & Pop Smoke),81,174960,1,"['Kid Cudi', 'Skepta', 'Pop Smoke']",2020-12-11,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896
59111,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,81,205493,0,['TWICE'],2020-10-26,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084
59113,5RqR4ZCCKJDcBLIn4sih9l,Party Girl,81,147800,0,['StaySolidRocky'],2020-04-21,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022
59115,5gTgQBtNP08fUijxpEgmzF,É Problema,81,184149,0,['Matheus & Kauan'],2020-11-12,0.626,0.776,10,-6.66,1,0.189,0.486,0.0,0.108,0.696,129.765
59117,0DYNL4xbYWgNzppUamtyR4,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",81,144860,1,"['The Kid LAROI', 'Machine Gun Kelly']",2020-11-06,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057
59119,6NfrH0ANGmgBXyxgV2PeXt,La Difícil,81,163084,1,['Bad Bunny'],2020-02-28,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87
59121,0GTPmh5G40joBg93vcSQNq,Don't Say Goodbye (feat. Tove Lo),81,186700,0,"['Alok', 'Ilkay Sencan', 'Tove Lo']",2020-09-25,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062
59123,6rLi6PyWXu1rPlShuIZpj6,Way Out (feat. Big Sean),81,168906,1,"['Jack Harlow', 'Big Sean']",2020-12-09,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025
59125,1mohfLaTJtB2RplHLQVM70,La Jeepeta - Remix,81,345241,1,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",2020-04-24,0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007
59127,0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,81,181436,0,"['Khalid', 'Disclosure']",2020-02-04,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007
59129,4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,81,175918,0,['Bad Bunny'],2020-02-28,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023
59131,6lhZLbb0czULpjb2kFryPS,Let's Love,81,200645,0,"['David Guetta', 'Sia']",2020-09-11,0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998
59133,1VSuFS7PahCN3SWbOcQ98m,forget me too (feat. Halsey),80,171621,1,"['Machine Gun Kelly', 'Halsey']",2020-09-25,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975
59135,6y4GYuZszeXNOXuBFsJlos,Kaikai Kitan,80,221426,0,['Eve'],2020-12-23,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502
59137,4S2uhQE8L9V6p7rj7SiauJ,Suicidal (Remix) [feat. Juice WRLD],80,225857,1,"['YNW Melly', 'Juice WRLD']",2020-03-13,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957
59139,7MoZgM6AsQaZw14WnKopuy,Miedito o Qué? (feat. KAROL G),80,209905,0,"['Ovy On The Drums', 'Danny Ocean', 'KAROL G']",2020-11-25,0.851,0.776,6,-3.254,1,0.0561,0.12,0.0,0.1,0.804,95.995
59141,5psEZhQu6lukjhavJo4AbC,SO DONE,80,126521,0,['The Kid LAROI'],2020-10-23,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592
59143,7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,80,136839,0,['salem ilese'],2020-07-24,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968
59145,3jT2LKH0RSbQ8jIUNFzXm5,PTSD,80,232065,1,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']",2020-02-28,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012
59147,4TgxFMOn5yoESW6zCidCXL,Savage Love (Laxed – Siren Beat) [BTS Remix],80,184905,1,"['Jawsh 685', 'Jason Derulo', 'BTS']",2020-10-02,0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.658,149.836
59149,2QqJTIlGKRLJC3onkavYEz,Flex (feat. Juice WRLD),80,163902,1,"['Polo G', 'Juice WRLD']",2020-05-15,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009
59155,0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,80,159863,0,"['Marshmello', 'Demi Lovato']",2020-09-10,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072
59161,7Bar1kLTmsRmH6FCKKMEyU,Hit Different,80,202008,1,"['SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign']",2020-09-04,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074
59163,4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,80,162583,0,"['Lauv', 'Troye Sivan']",2020-03-06,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211
59165,2FVpOsjT1iquZ3SpCjZ9Ne,Telepathy,80,202313,0,['BTS'],2020-11-20,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994
59167,3nS9a01VvXHQriLqJYwRqG,DOLLAZ ON MY HEAD (feat. Young Thug),80,197760,1,"['Gunna', 'Young Thug']",2020-05-22,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115
59169,43BlKpJcSrC9AsJ3F1DKg9,Still Trappin' (with King Von),80,172185,1,"['Lil Durk', 'King Von']",2020-12-24,0.877,0.677,5,-4.969,0,0.356,0.0439,0.0,0.0986,0.627,144.941
59171,2ygvZOXrIeVL4xZmAWJT2C,my future,80,208155,0,['Billie Eilish'],2020-07-30,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745
59173,7lJoRyuNJtuiqTcKtuMuIR,Maçã Verde,80,164308,1,['MC Hariel'],2020-10-09,0.582,0.531,10,-3.725,1,0.0905,0.0428,7.39e-06,0.1,0.169,85.322
59177,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),80,181929,1,"['Lil Baby', '42 Dugg']",2020-05-01,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14
59179,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,80,213520,1,"['Future', 'Lil Uzi Vert']",2020-11-13,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951
59181,68cPbG7hJnwDW9nPX1uQcX,Saturno,80,186947,0,"['BIN', 'Mainstreet', 'Ajaxx']",2020-12-10,0.694,0.551,5,-5.929,1,0.0485,0.704,0.0,0.1,0.908,95.003
59182,7E9GeFGfjXw9LAI4ay6rsw,El Tóxico,80,179746,0,"['Grupo Firme', 'Carin Leon']",2020-10-27,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985
59184,6mADjHs6FXdroPzEGW6KVJ,bloody valentine,80,205159,1,['Machine Gun Kelly'],2020-09-25,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057
59186,4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),80,129371,0,"['ROSALÍA', 'Travis Scott']",2020-05-28,0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634
59188,5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,80,309053,0,['The Strokes'],2020-04-10,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959
59190,25z6kpmIwkCUqk2IORrJ5v,Rät,80,194165,1,['Penelope Scott'],2020-09-25,0.608,0.45,5,-13.291,0,0.248,0.322,0.000122,0.147,0.303,143.846
59192,06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,80,246000,1,"['Anuel AA', 'Bad Bunny']",2020-05-29,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021
59194,13EW51DKru044OJDJ9Bm8o,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),80,153147,1,"['The Kid LAROI', 'YoungBoy Never Broke Again', 'Internet Money']",2020-11-06,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363
59196,5zj8WNkBrEzlI5FKeYV4ol,La Luz,80,216747,0,"['Sech', 'J Balvin']",2020-10-31,0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053
59198,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around",80,168490,1,['$uicideboy$'],2020-02-14,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983
59202,6wQlQrTY5mVS8EGaFZVwVF,Smile (with The Weeknd),80,196180,1,"['Juice WRLD', 'The Weeknd']",2020-07-10,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831
59208,58f4twRnbZOOVUhMUpplJ4,Brown Munde,80,254400,0,"['AP Dhillon', 'Gminxr', 'Gurinder Gill', 'Shinda Kahlon']",2020-09-18,0.854,0.611,8,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024
